1.770000000000000000e+02 1.000000000000000000e+01 6.000000000000000000e+00 1.100000000000000000e+01 1.702000000000000000e+03 1.100000000000000000e+01 1.600000000000000000e+01 1.060000000000000000e+02 6.350000000000000000e+02 1.800000000000000000e+01 8.000000000000000000e+00 1.150000000000000000e+02 1.500000000000000000e+01 2.520000000000000000e+02 1.210000000000000000e+02 1.000000000000000000e+01 6.000000000000000000e+00 3.600000000000000000e+01 3.480000000000000000e+02 1.900000000000000000e+01 1.800000000000000000e+01 5.000000000000000000e+00 1.800000000000000000e+01 5.000000000000000000e+00 6.500000000000000000e+01 5.000000000000000000e+00
3.378000000000000000e+03 6.500000000000000000e+01 4.500000000000000000e+01 1.921000000000000000e+03 5.339000000000000000e+03 3.320000000000000000e+02 5.500000000000000000e+01 2.700000000000000000e+01 3.780000000000000000e+03 5.000000000000000000e+00 1.580000000000000000e+02 4.422000000000000000e+03 2.650000000000000000e+02 3.600000000000000000e+01 2.105000000000000000e+03 1.640000000000000000e+02 7.000000000000000000e+00 9.800000000000000000e+01 8.740000000000000000e+02 5.940000000000000000e+02 7.560000000000000000e+02 1.930000000000000000e+02 5.900000000000000000e+01 5.000000000000000000e+00 2.565000000000000000e+03 9.000000000000000000e+00
3.501000000000000000e+03 6.550000000000000000e+02 7.400000000000000000e+01 8.000000000000000000e+00 5.005000000000000000e+03 3.400000000000000000e+01 6.000000000000000000e+00 5.000000000000000000e+00 2.104000000000000000e+03 5.000000000000000000e+00 6.000000000000000000e+00 3.800000000000000000e+01 8.080000000000000000e+02 3.700000000000000000e+01 2.288000000000000000e+03 1.247000000000000000e+03 5.000000000000000000e+00 6.090000000000000000e+02 5.140000000000000000e+02 1.500000000000000000e+01 8.430000000000000000e+02 6.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+00 2.570000000000000000e+02 5.000000000000000000e+00
2.095000000000000000e+03 3.500000000000000000e+01 2.238000000000000000e+03 7.523000000000000000e+03 4.590000000000000000e+03 3.140000000000000000e+02 6.035000000000000000e+03 9.000000000000000000e+01 2.432000000000000000e+03 7.800000000000000000e+01 3.820000000000000000e+02 3.610000000000000000e+02 2.060000000000000000e+02 8.590000000000000000e+02 2.562000000000000000e+03 5.700000000000000000e+01 4.300000000000000000e+01 7.500000000000000000e+01 2.855000000000000000e+03 6.058000000000000000e+03 4.820000000000000000e+02 2.960000000000000000e+02 5.900000000000000000e+01 1.400000000000000000e+01 7.090000000000000000e+02 2.500000000000000000e+01
5.230000000000000000e+02 5.950000000000000000e+02 8.470000000000000000e+02 9.920000000000000000e+02 2.700000000000000000e+02 6.165000000000000000e+03 4.840000000000000000e+02 2.000000000000000000e+02 5.160000000000000000e+02 5.100000000000000000e+01 4.600000000000000000e+02 2.421000000000000000e+03 3.457000000000000000e+03 1.050600000000000000e+04 1.539000000000000000e+03 1.378000000000000000e+03 1.500000000000000000e+01 7.817000000000000000e+03 1.835000000000000000e+03 2.418000000000000000e+03 5.343000000000000000e+03 1.327000000000000000e+03 2.002000000000000000e+03 7.000000000000000000e+01 2.830000000000000000e+02 2.800000000000000000e+01
1.967000000000000000e+03 9.000000000000000000e+00 6.000000000000000000e+00 7.000000000000000000e+00 2.721000000000000000e+03 2.300000000000000000e+01 5.000000000000000000e+00 4.640000000000000000e+02 8.240000000000000000e+02 1.000000000000000000e+01 1.300000000000000000e+01 1.590000000000000000e+03 1.050000000000000000e+02 8.000000000000000000e+00 2.000000000000000000e+03 8.170000000000000000e+02 5.000000000000000000e+00 2.849000000000000000e+03 3.040000000000000000e+02 4.540000000000000000e+02 6.350000000000000000e+02 5.000000000000000000e+00 1.200000000000000000e+01 5.000000000000000000e+00 5.700000000000000000e+01 5.000000000000000000e+00
5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 7.390000000000000000e+02 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00
3.943000000000000000e+03 1.570000000000000000e+02 5.900000000000000000e+02 1.434000000000000000e+03 1.084800000000000000e+04 1.850000000000000000e+02 6.380000000000000000e+02 1.000000000000000000e+02 4.306000000000000000e+03 8.000000000000000000e+00 6.650000000000000000e+02 6.970000000000000000e+02 1.051000000000000000e+03 1.168000000000000000e+03 4.296000000000000000e+03 2.420000000000000000e+02 7.000000000000000000e+00 6.760000000000000000e+02 3.166000000000000000e+03 2.371000000000000000e+03 9.900000000000000000e+02 4.500000000000000000e+02 7.100000000000000000e+01 1.100000000000000000e+01 1.516000000000000000e+03 1.200000000000000000e+01
1.655000000000000000e+03 1.060000000000000000e+02 9.230000000000000000e+02 1.260000000000000000e+02 5.172000000000000000e+03 7.800000000000000000e+01 9.000000000000000000e+00 1.904000000000000000e+03 3.421000000000000000e+03 5.000000000000000000e+00 3.210000000000000000e+02 4.420000000000000000e+02 3.900000000000000000e+02 1.260000000000000000e+02 2.367000000000000000e+03 1.166000000000000000e+03 6.800000000000000000e+01 3.300000000000000000e+01 2.404000000000000000e+03 7.328000000000000000e+03 1.580000000000000000e+03 1.300000000000000000e+01 1.610000000000000000e+02 5.000000000000000000e+00 2.280000000000000000e+02 9.000000000000000000e+00
3.448000000000000000e+03 4.900000000000000000e+01 2.460000000000000000e+02 1.200000000000000000e+01 7.400000000000000000e+03 5.600000000000000000e+01 2.100000000000000000e+01 2.104900000000000000e+04 6.891000000000000000e+03 5.000000000000000000e+00 8.000000000000000000e+00 7.180000000000000000e+02 2.320000000000000000e+02 7.300000000000000000e+01 6.797000000000000000e+03 1.500000000000000000e+01 5.000000000000000000e+00 2.495000000000000000e+03 2.055000000000000000e+03 1.315000000000000000e+03 1.255000000000000000e+03 3.100000000000000000e+01 4.690000000000000000e+02 5.000000000000000000e+00 1.305000000000000000e+03 4.300000000000000000e+01
6.530000000000000000e+02 7.100000000000000000e+02 9.730000000000000000e+02 5.840000000000000000e+02 8.930000000000000000e+02 1.270000000000000000e+02 7.420000000000000000e+02 1.000000000000000000e+01 5.420000000000000000e+02 2.200000000000000000e+01 3.200000000000000000e+01 1.930000000000000000e+03 6.590000000000000000e+02 2.938000000000000000e+03 6.100000000000000000e+01 8.390000000000000000e+02 6.000000000000000000e+00 2.856000000000000000e+03 2.656000000000000000e+03 2.624000000000000000e+03 9.000000000000000000e+00 3.800000000000000000e+01 5.000000000000000000e+00 2.500000000000000000e+01 5.100000000000000000e+01 1.100000000000000000e+01
6.530000000000000000e+02 5.000000000000000000e+00 5.000000000000000000e+00 9.000000000000000000e+00 4.880000000000000000e+03 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 1.687000000000000000e+03 5.000000000000000000e+00 6.000000000000000000e+00 7.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 4.140000000000000000e+02 6.000000000000000000e+00 5.000000000000000000e+00 7.000000000000000000e+00 1.900000000000000000e+01 5.000000000000000000e+00 1.800000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 4.300000000000000000e+01 5.000000000000000000e+00
2.529000000000000000e+03 9.000000000000000000e+00 1.100000000000000000e+01 4.000000000000000000e+01 2.261000000000000000e+03 1.400000000000000000e+01 5.000000000000000000e+00 2.264000000000000000e+03 2.620000000000000000e+03 5.000000000000000000e+00 2.000000000000000000e+01 6.700000000000000000e+01 2.300000000000000000e+01 5.060000000000000000e+02 1.552000000000000000e+03 2.500000000000000000e+01 5.000000000000000000e+00 1.840000000000000000e+02 2.220000000000000000e+02 3.300000000000000000e+01 1.100000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 3.000000000000000000e+01 5.000000000000000000e+00
1.710000000000000000e+02 5.000000000000000000e+00 1.420000000000000000e+02 5.000000000000000000e+00 1.180000000000000000e+02 6.000000000000000000e+00 5.000000000000000000e+00 3.500000000000000000e+01 1.090000000000000000e+02 5.000000000000000000e+00 5.000000000000000000e+00 1.100000000000000000e+01 6.000000000000000000e+00 6.000000000000000000e+00 3.100000000000000000e+01 3.860000000000000000e+02 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 2.300000000000000000e+02 1.100000000000000000e+01 5.000000000000000000e+00 1.900000000000000000e+01 6.000000000000000000e+00 1.400000000000000000e+01 5.000000000000000000e+00
1.330000000000000000e+02 5.800000000000000000e+01 3.200000000000000000e+01 4.000000000000000000e+01 9.580000000000000000e+02 1.100000000000000000e+01 1.100000000000000000e+01 1.300000000000000000e+01 2.180000000000000000e+02 7.000000000000000000e+00 1.000000000000000000e+01 1.070000000000000000e+02 1.300000000000000000e+02 7.800000000000000000e+01 6.280000000000000000e+02 6.500000000000000000e+01 5.000000000000000000e+00 6.800000000000000000e+01 4.790000000000000000e+02 7.900000000000000000e+01 1.600000000000000000e+01 9.000000000000000000e+00 5.700000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 8.000000000000000000e+00
1.480000000000000000e+02 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 3.190000000000000000e+02 5.000000000000000000e+00 6.000000000000000000e+00 6.000000000000000000e+00 7.600000000000000000e+01 5.000000000000000000e+00 6.000000000000000000e+00 2.100000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 3.100000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 1.800000000000000000e+01 6.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 1.400000000000000000e+01 7.000000000000000000e+01
