1.100000000000000000e+01 1.140000000000000000e+03 2.517000000000000000e+03 2.494000000000000000e+03 5.100000000000000000e+01 5.360000000000000000e+02 1.344000000000000000e+03 1.000000000000000000e+02 2.233000000000000000e+03 7.200000000000000000e+01 6.860000000000000000e+02 6.210000000000000000e+03 1.962000000000000000e+03 1.199700000000000000e+04 9.100000000000000000e+01 9.920000000000000000e+02 9.000000000000000000e+00 7.166000000000000000e+03 5.832000000000000000e+03 8.729000000000000000e+03 7.920000000000000000e+02 1.198000000000000000e+03 4.060000000000000000e+02 2.000000000000000000e+02 2.069000000000000000e+03 1.140000000000000000e+02
1.249000000000000000e+03 8.700000000000000000e+01 1.600000000000000000e+01 1.200000000000000000e+01 3.639000000000000000e+03 5.000000000000000000e+00 7.000000000000000000e+00 9.000000000000000000e+00 7.510000000000000000e+02 6.700000000000000000e+01 6.000000000000000000e+00 1.490000000000000000e+03 3.100000000000000000e+01 8.000000000000000000e+00 1.413000000000000000e+03 8.000000000000000000e+00 5.000000000000000000e+00 7.850000000000000000e+02 2.040000000000000000e+02 6.900000000000000000e+01 1.380000000000000000e+03 3.600000000000000000e+01 8.000000000000000000e+00 5.000000000000000000e+00 1.045000000000000000e+03 5.000000000000000000e+00
3.122000000000000000e+03 6.000000000000000000e+00 3.980000000000000000e+02 3.100000000000000000e+01 3.674000000000000000e+03 6.000000000000000000e+00 8.000000000000000000e+00 3.785000000000000000e+03 1.579000000000000000e+03 5.000000000000000000e+00 1.021000000000000000e+03 8.820000000000000000e+02 7.000000000000000000e+00 1.500000000000000000e+01 5.146000000000000000e+03 6.000000000000000000e+00 2.700000000000000000e+01 9.050000000000000000e+02 1.220000000000000000e+02 2.205000000000000000e+03 6.820000000000000000e+02 5.000000000000000000e+00 8.000000000000000000e+00 5.000000000000000000e+00 2.160000000000000000e+02 6.000000000000000000e+00
1.423000000000000000e+03 2.600000000000000000e+01 3.800000000000000000e+01 2.850000000000000000e+02 4.673000000000000000e+03 1.900000000000000000e+01 2.830000000000000000e+02 1.500000000000000000e+01 2.472000000000000000e+03 3.100000000000000000e+01 1.000000000000000000e+01 2.520000000000000000e+02 2.000000000000000000e+02 1.110000000000000000e+02 1.262000000000000000e+03 1.100000000000000000e+01 3.200000000000000000e+01 6.180000000000000000e+02 7.710000000000000000e+02 2.500000000000000000e+01 8.020000000000000000e+02 1.320000000000000000e+02 7.900000000000000000e+01 5.000000000000000000e+00 4.250000000000000000e+02 7.000000000000000000e+00
4.614000000000000000e+03 2.220000000000000000e+02 2.699000000000000000e+03 7.154000000000000000e+03 2.716000000000000000e+03 8.690000000000000000e+02 7.170000000000000000e+02 1.230000000000000000e+02 1.078000000000000000e+03 2.900000000000000000e+01 2.900000000000000000e+02 3.211000000000000000e+03 2.232000000000000000e+03 8.887000000000000000e+03 4.090000000000000000e+02 1.033000000000000000e+03 2.260000000000000000e+02 1.260700000000000000e+04 7.823000000000000000e+03 2.589000000000000000e+03 1.380000000000000000e+02 1.513000000000000000e+03 9.270000000000000000e+02 1.073000000000000000e+03 9.880000000000000000e+02 4.400000000000000000e+01
1.062000000000000000e+03 2.100000000000000000e+01 7.000000000000000000e+00 9.000000000000000000e+00 1.252000000000000000e+03 9.130000000000000000e+02 7.000000000000000000e+00 6.000000000000000000e+00 1.711000000000000000e+03 6.000000000000000000e+00 5.000000000000000000e+00 3.320000000000000000e+02 7.000000000000000000e+00 6.000000000000000000e+00 3.058000000000000000e+03 5.000000000000000000e+00 5.000000000000000000e+00 1.267000000000000000e+03 3.100000000000000000e+01 5.440000000000000000e+02 5.810000000000000000e+02 5.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+00 4.700000000000000000e+01 5.000000000000000000e+00
1.070000000000000000e+03 7.000000000000000000e+00 5.000000000000000000e+00 1.500000000000000000e+01 2.471000000000000000e+03 1.300000000000000000e+01 1.910000000000000000e+02 1.529000000000000000e+03 9.320000000000000000e+02 5.000000000000000000e+00 6.000000000000000000e+00 3.430000000000000000e+02 3.600000000000000000e+01 3.850000000000000000e+02 1.100000000000000000e+03 5.000000000000000000e+00 5.000000000000000000e+00 1.365000000000000000e+03 2.910000000000000000e+02 1.620000000000000000e+02 4.530000000000000000e+02 5.000000000000000000e+00 6.000000000000000000e+00 5.000000000000000000e+00 5.200000000000000000e+01 5.000000000000000000e+00
5.840000000000000000e+03 4.400000000000000000e+01 8.700000000000000000e+01 2.300000000000000000e+01 1.869400000000000000e+04 2.000000000000000000e+01 6.000000000000000000e+00 1.400000000000000000e+01 4.584000000000000000e+03 5.000000000000000000e+00 6.000000000000000000e+00 8.600000000000000000e+01 7.700000000000000000e+01 2.090000000000000000e+02 3.581000000000000000e+03 1.200000000000000000e+01 5.000000000000000000e+00 5.850000000000000000e+02 1.160000000000000000e+02 8.920000000000000000e+02 4.480000000000000000e+02 9.000000000000000000e+00 6.300000000000000000e+01 5.000000000000000000e+00 1.710000000000000000e+02 5.000000000000000000e+00
1.652000000000000000e+03 5.420000000000000000e+02 4.233000000000000000e+03 2.192000000000000000e+03 2.302000000000000000e+03 9.010000000000000000e+02 1.624000000000000000e+03 1.000000000000000000e+01 8.000000000000000000e+00 1.800000000000000000e+01 2.960000000000000000e+02 3.210000000000000000e+03 1.621000000000000000e+03 1.397800000000000000e+04 4.238000000000000000e+03 5.190000000000000000e+02 4.700000000000000000e+01 1.999000000000000000e+03 6.822000000000000000e+03 6.624000000000000000e+03 6.600000000000000000e+01 1.597000000000000000e+03 1.300000000000000000e+01 1.240000000000000000e+02 5.000000000000000000e+00 4.040000000000000000e+02
2.890000000000000000e+02 1.000000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 2.410000000000000000e+02 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.500000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.180000000000000000e+02 5.000000000000000000e+00 5.000000000000000000e+00 5.400000000000000000e+01 5.000000000000000000e+00 5.000000000000000000e+00 4.760000000000000000e+02 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00
